,Unnamed: 0,site_id,year,day,hour,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed,rel_hum,global_horiz_sol_rad
263,61693,7,2016,11,23,-14.7,,-16.4,,1008.7,60,2.1,51.12,0
264,61694,7,2016,12,0,-14.2,,-15.7,,1008.2,50,2.1,53.35,0
265,61695,7,2016,12,1,-14,,-15.5,2,1008.1,70,1.5,54.46,0
266,61696,7,2016,12,2,-13.6,,-15,5,1008.3,70,2.1,57.08,0
267,61697,7,2016,12,3,-13.2,,-14.7,2,1008.5,60,2.1,59.38,0
268,61698,7,2016,12,4,-13,,-14.4,3,1008.4,50,1.5,69.12,0
269,61699,7,2016,12,5,-12.5,,-14,2,1008.6,70,2.1,74.12,0
270,61700,7,2016,12,6,-11.7,,-13.4,,1009.5,40,1.5,79.12,0
271,61701,7,2016,12,7,-10.1,,-12,2,1009.5,80,1,84.12,0
272,61702,7,2016,12,8,-9.5,,-12,,1008.9,50,0.5,89.12,6
273,61703,7,2016,12,9,-6.4,,-11.2,,1009,360,0,98.43,154
274,61704,7,2016,12,10,-6.1,,-10.1,,1009.1,260,3.6,98.71,331
275,61705,7,2016,12,11,-6.6,,-9.5,,1009.5,270,2.1,98.85,461
276,61706,7,2016,12,12,-6.3,,-10.3,,1010.6,270,2.1,98.98,533
277,61707,7,2016,12,13,-8.2,,-10.9,,1011.3,260,0.5,98.93,544
278,61708,7,2016,12,14,-7,,-11.3,,1012.2,250,1,93.53,492
279,61709,7,2016,12,15,-7.8,,-11.3,,1012.6,300,1,91.35,381
280,61710,7,2016,12,16,-9.7,,-12,,1013.3,210,0.5,92.62,219
281,61711,7,2016,12,17,-8.8,,-11.2,,1013.2,360,0,89.88,36
282,61712,7,2016,12,18,-10.2,,-11.8,,1013.8,20,0.5,88.38,0
283,61713,7,2016,12,19,-9.6,,-10.6,,1014.1,330,1.5,93.05,0
284,61714,7,2016,12,20,-10.5,,-11.5,,1014.1,20,1,94.23,0
285,61715,7,2016,12,21,-11.1,,-12.3,,1013.8,50,2.1,88.92,0
286,61716,7,2016,12,22,-11.6,,-12.9,,1014.4,50,2.1,80.07,0
287,61717,7,2016,12,23,-12.3,,-13.6,,1015.1,60,2.6,72.93,0
288,61718,7,2016,13,0,-12.7,,-13.9,,1014.4,50,2.6,79.25,0
289,61719,7,2016,13,1,-12.5,,-13.7,,1015.2,50,2.6,79.52,0
290,61720,7,2016,13,2,-13,,-14.4,,1014.9,40,3.1,71.95,0
291,61721,7,2016,13,3,-12.9,,-14.2,,1015.1,40,3.1,70.63,0
292,61722,7,2016,13,4,-12.3,,-13.9,,1014.5,50,4.1,71.19,0
293,61723,7,2016,13,5,-11.6,,-13.3,,1014.1,60,4.1,75.46,0
294,61724,7,2016,13,6,-10.5,,-13.4,,1013.9,50,5.1,76.14,0
295,61725,7,2016,13,7,-10.4,,-11.5,,1013.6,60,5.1,71.14,0
296,61726,7,2016,13,8,-9.9,,-11.5,,1011.8,70,6.7,66.14,7
297,61727,7,2016,13,9,-9.5,,-12.5,,1011.5,60,5.7,58.94,156
298,61728,7,2016,13,10,-9.3,,-13.2,,1010.3,80,7.7,50.86,334
299,61729,7,2016,13,11,-9,,-13,,1010,70,7.2,52.38,463
300,61730,7,2016,13,12,-8.9,,-12.9,,1008.9,70,6.7,53.55,536
301,61731,7,2016,13,13,-8.9,,-13.2,,1008.4,80,5.7,52.38,547
302,61732,7,2016,13,14,-9,,-13.5,,1007.6,80,5.7,47.16,496
303,61733,7,2016,13,15,-9.1,,-13.6,,1006.5,70,6.7,40.92,386
304,61734,7,2016,13,16,-8.9,,-13.3,,1005.2,70,7.2,37.16,224
305,61735,7,2016,13,17,-8.6,,-12.8,,1003.8,80,6.7,37.99,39
306,61736,7,2016,13,18,-8.2,,-11.5,,1002.5,80,6.2,43.02,0
307,61737,7,2016,13,19,-7.8,,-12,,1001.5,80,5.1,49.61,0
308,61738,7,2016,13,20,-7.5,,-11.3,,1000.2,80,5.7,54.33,0
309,61739,7,2016,13,21,-7.2,,-10.8,,999.2,70,5.1,57.47,0
310,61740,7,2016,13,22,-7,,-9.5,,998.5,70,6.2,58.18,0
311,61741,7,2016,13,23,-6.9,,-10.4,,997.8,70,4.1,56.18,0
312,61742,7,2016,14,0,-6.9,,-10,,997.5,80,4.1,61.55,0
313,61743,7,2016,14,1,-6.8,,-9.7,,997,80,4.1,62.41,0
314,61744,7,2016,14,2,-6.7,,-9.2,,996.2,70,4.1,65.87,0
315,61745,7,2016,14,3,-6.6,,-7.5,,996.5,90,3.1,67.38,0
316,61746,7,2016,14,4,-6.5,,-7.9,5,996.8,80,3.1,66.39,0
317,61747,7,2016,14,5,-6.1,,-7.4,6,996.7,90,3.1,73.98,0
318,61748,7,2016,14,6,-6,,-7,3,996.5,70,2.6,78.47,0
319,61749,7,2016,14,7,-4.5,,-5.5,8,996.2,50,1,82.33,0
320,61750,7,2016,14,8,-5,,-6.2,,996.3,70,0.5,83.67,7
321,61751,7,2016,14,9,-4.1,,-5.6,,996.6,360,0,84.82,158
322,61752,7,2016,14,10,-3.8,,-4.9,2,998.1,300,2.6,78.52,336
323,61753,7,2016,14,11,-3.4,,-5.1,,999.3,260,3.6,73.52,466
324,61754,7,2016,14,12,-3.2,,-5.7,,1001,260,3.6,68.52,540
325,61755,7,2016,14,13,-3.2,,-6.1,,1002.4,260,3.6,63.52,551
326,61756,7,2016,14,14,-3.8,,-7,,1004.1,290,4.1,55.84,500
327,61757,7,2016,14,15,-3.5,,-7.5,,1005.1,290,3.6,55.55,390
328,61758,7,2016,14,16,-5,,-8.3,,1005.5,290,3.1,57.08,228
